MatchID,Date,PlayerName,Team,Opponent,Position,TotalRaids,SuccessfulRaids,TotalTackles,SuccessfulTackles,RaidPoints,TacklePoints,MatchDuration,RaidSuccessRate,TackleSuccessRate,PointsScored,Injuries,YellowCards,RedCards,MatchResult,TeamPoints,OpponentPoints,MVP,DateOfBirth,PlayerAge,PlayerNationality,MatchLocation,HomeOrAway,TeamRank,WinStreak,LossStreak,PlayerExperience,TotalMatchesPlayed,IsAllRounder
457,2020-03-22,Rakesh Narwal,Hariyana Steelers,Jaipur Pink Panthers,All-Rounder,24,3,13,10,3,20,40,12.5,76.92,23,2,0,1,Win,36,31,N/A,1990-06-23,34,India,Mumbai,Away,9,4,1,5,31,False
458,2018-09-15,Surinder Singh,U Mumba,Telugu Titans,Raider,19,1,15,1,1,2,39,5.26,6.67,3,2,1,1,Loss,39,27,Surinder Singh,1989-01-01,36,India,Chandigarh,Away,6,5,4,10,48,False
459,2025-04-22,Ravinder,Patna Pirates,Jaipur Pink Panthers,Raider,11,7,15,0,7,0,33,63.64,0.0,7,1,0,0,Win,37,24,Ravinder,1992-07-05,32,Nepal,Lucknow,Away,9,2,0,7,56,False
460,2018-05-21,Tushar,Jaipur Pink Panthers,Tamil Thalaivas,All-Rounder,20,12,8,7,12,14,51,60.0,87.5,26,1,1,0,Win,28,32,N/A,1997-04-26,28,India,Hyderabad,Away,6,4,3,10,20,False
461,2018-05-09,Rohit Gulia,Hariyana Steelers,Patna Pirates,Defender,23,22,7,6,22,12,52,95.65,85.71,34,3,1,1,Loss,38,32,Rohit Gulia,1984-07-20,40,India,Jaipur,Away,10,4,1,12,68,False
462,2022-05-25,K. Prapanjan,Tamil Thalaivas,U Mumba,Raider,16,8,3,2,8,4,47,50.0,66.67,12,1,1,0,Win,34,22,K. Prapanjan,2004-07-02,20,Sri Lanka,Patna,Away,10,4,0,8,29,False
463,2022-06-23,Mohit,Dabang Delhi,Jaipur Pink Panthers,All-Rounder,25,8,15,0,8,0,39,32.0,0.0,8,1,1,1,Win,31,32,N/A,1989-03-19,36,Pakistan,Hyderabad,Away,6,3,0,9,30,False
464,2020-06-24,Reza Katoulinezhad,Jaipur Pink Panthers,Tamil Thalaivas,Raider,21,7,12,0,7,0,38,33.33,0.0,7,3,1,0,Win,26,21,Reza Katoulinezhad,2003-05-12,22,Pakistan,Ahmedabad,Away,4,3,3,3,23,False
465,2022-02-03,Rohit Gulia,Patna Pirates,Tamil Thalaivas,Defender,23,8,3,2,8,4,39,34.78,66.67,12,3,0,1,Loss,38,30,Rohit Gulia,2004-11-24,20,Pakistan,Chandigarh,Away,12,4,5,15,37,False
466,2020-07-24,Mahipal,UP Yoddha,Patna Pirates,Raider,24,14,10,9,14,18,32,58.33,90.0,32,1,1,1,Loss,29,30,N/A,1988-01-23,37,Pakistan,Hyderabad,Away,5,4,2,13,22,False
467,2018-07-12,Mujtaba,Telugu Titans,Dabang Delhi,Raider,10,4,3,2,4,4,57,40.0,66.67,8,3,1,0,Win,31,24,Mujtaba,1991-02-20,34,Sri Lanka,Ahmedabad,Away,4,5,4,4,61,False
468,2019-01-24,Shivam,U Mumba,Telugu Titans,Raider,13,13,9,7,13,14,56,100.0,77.78,27,3,0,1,Loss,22,35,N/A,1987-06-19,37,Bangladesh,Patna,Away,3,5,4,5,65,False
469,2023-03-13,Mehul Kumar,Gujarat Fortunegiants,Tamil Thalaivas,Raider,18,14,8,1,14,2,30,77.78,12.5,16,1,1,1,Win,23,18,N/A,1999-04-08,26,Bangladesh,Patna,Away,3,3,2,9,65,False
470,2024-07-20,Ankush,U Mumba,UP Yoddha,Raider,15,2,10,6,2,12,35,13.33,60.0,14,3,0,1,Loss,27,34,Ankush,1986-02-08,39,Pakistan,Ahmedabad,Away,12,3,4,3,70,False
471,2023-04-04,Siddharth Desai,Telugu Titans,Dabang Delhi,Raider,16,4,10,9,4,18,32,25.0,90.0,22,2,0,0,Win,22,28,N/A,2005-02-09,20,Sri Lanka,Hyderabad,Home,6,1,2,15,43,False
472,2019-09-04,Siddharth,Gujarat Fortunegiants,Patna Pirates,All-Rounder,5,1,10,8,1,16,34,20.0,80.0,17,0,0,0,Loss,20,21,N/A,1996-11-11,28,Pakistan,Bengaluru,Away,3,2,2,11,34,False
473,2018-09-11,Vikas Kandola,Hariyana Steelers,Dabang Delhi,Raider,10,5,5,3,5,6,40,50.0,60.0,11,2,0,0,Win,31,23,N/A,1985-07-29,39,Sri Lanka,Chandigarh,Home,7,3,0,6,39,False
474,2019-12-29,Vikas Jaglan,Patna Pirates,Gujarat Fortunegiants,All-Rounder,9,7,12,9,7,18,43,77.78,75.0,25,1,0,0,Loss,36,28,Vikas Jaglan,2001-06-03,24,India,Chandigarh,Away,2,2,5,5,66,False
475,2018-09-05,Ankit,Patna Pirates,Dabang Delhi,Raider,13,11,6,5,11,10,51,84.62,83.33,21,0,1,1,Loss,29,21,N/A,1993-11-14,31,India,Bengaluru,Away,1,0,5,11,29,False
476,2018-06-06,Adarsh T,Telugu Titans,U Mumba,Defender,21,20,15,3,20,6,45,95.24,20.0,26,3,0,1,Loss,28,18,N/A,1985-11-07,39,Nepal,Mumbai,Away,11,4,1,9,92,False
477,2019-11-19,Soleiman Pahlevani,Bengal Warriors,UP Yoddha,All-Rounder,11,2,3,2,2,4,33,18.18,66.67,6,3,0,1,Win,29,25,N/A,2001-05-08,24,Bangladesh,Kolkata,Home,2,4,5,12,72,False
478,2019-09-28,Vijay,Dabang Delhi,UP Yoddha,Raider,25,15,5,2,15,4,35,60.0,40.0,19,0,1,1,Loss,30,35,N/A,1989-06-30,35,Pakistan,Patna,Away,11,2,0,11,78,False
479,2020-07-26,Harendra,UP Yoddha,Gujarat Fortunegiants,Raider,5,0,6,2,0,4,57,0.0,33.33,4,1,0,0,Win,37,31,N/A,2000-07-01,24,India,Jaipur,Away,11,5,1,14,59,False
480,2022-04-16,Surinder Singh,U Mumba,Gujarat Fortunegiants,All-Rounder,19,13,6,6,13,12,41,68.42,100.0,25,1,1,1,Loss,28,20,N/A,1988-02-12,37,India,Patna,Away,12,2,2,5,62,False
481,2018-11-12,Shankar Gadai,Gujarat Fortunegiants,Tamil Thalaivas,Defender,21,19,11,3,19,6,37,90.48,27.27,25,1,0,1,Loss,29,18,Shankar Gadai,2002-09-28,22,Bangladesh,Lucknow,Away,4,3,5,14,57,False
482,2023-08-28,Prince,U Mumba,Dabang Delhi,All-Rounder,21,12,12,5,12,10,52,57.14,41.67,22,0,0,0,Loss,30,15,Prince,1986-01-10,39,Bangladesh,Chandigarh,Away,4,2,1,4,41,False
483,2020-02-18,Rajveer,Patna Pirates,Telugu Titans,Defender,7,7,13,0,7,0,42,100.0,0.0,7,2,1,1,Loss,21,30,N/A,2004-04-20,21,Nepal,Mumbai,Away,5,5,3,9,24,False
484,2019-06-02,Sagar,Tamil Thalaivas,UP Yoddha,Raider,6,2,6,2,2,4,36,33.33,33.33,6,0,1,0,Win,37,33,N/A,1988-09-23,36,Pakistan,Chandigarh,Away,5,2,3,12,64,False
485,2024-11-01,Ashish,U Mumba,Bengal Warriors,Defender,12,6,5,5,6,10,47,50.0,100.0,16,0,0,0,Loss,22,17,Ashish,1992-03-31,33,Sri Lanka,Hyderabad,Away,6,2,5,13,56,False
486,2024-10-11,Harendra,UP Yoddha,Bengal Warriors,All-Rounder,21,6,9,0,6,0,32,28.57,0.0,6,0,0,1,Win,34,30,Harendra,1988-09-12,36,Nepal,Chennai,Away,1,3,0,11,60,False
487,2018-07-02,Prince,U Mumba,Gujarat Fortunegiants,All-Rounder,15,8,6,3,8,6,33,53.33,50.0,14,2,1,0,Win,33,15,Prince,2001-05-20,24,Nepal,Delhi,Away,2,4,4,10,40,False
488,2021-03-08,Shubham Kumar,UP Yoddha,Jaipur Pink Panthers,All-Rounder,7,7,6,1,7,2,59,100.0,16.67,9,2,1,1,Win,40,28,Shubham Kumar,1998-08-24,26,Pakistan,Hyderabad,Away,6,0,4,8,93,False
489,2023-09-05,Pardeep Narwal,UP Yoddha,Dabang Delhi,All-Rounder,6,6,13,13,6,26,58,100.0,100.0,32,3,1,1,Loss,33,27,Pardeep Narwal,1992-10-11,32,Bangladesh,Chandigarh,Away,8,5,5,5,53,False
490,2018-06-30,Neeraj Kumar,Patna Pirates,Telugu Titans,All-Rounder,16,12,13,3,12,6,35,75.0,23.08,18,1,0,0,Win,32,34,N/A,1991-02-24,34,Nepal,Delhi,Away,7,0,2,15,83,False
491,2023-08-01,Durgesh,Telugu Titans,Gujarat Fortunegiants,Defender,21,1,5,0,1,0,56,4.76,0.0,1,3,0,1,Win,34,16,Durgesh,1999-11-08,25,Nepal,Ahmedabad,Away,8,1,1,8,62,False
492,2021-06-14,Shankar Gadai,Gujarat Fortunegiants,Bengal Warriors,Raider,7,1,6,1,1,2,39,14.29,16.67,3,1,0,1,Win,40,22,N/A,1997-02-23,28,Bangladesh,Lucknow,Away,11,5,2,12,75,False
493,2020-10-23,Sahil Gulia,Tamil Thalaivas,Bengal Warriors,Raider,14,4,14,8,4,16,31,28.57,57.14,20,2,1,0,Loss,25,23,Sahil Gulia,1998-07-02,26,Nepal,Chandigarh,Away,5,5,1,7,90,False
494,2022-05-27,Himanshu Singh,Tamil Thalaivas,Patna Pirates,All-Rounder,19,15,10,8,15,16,39,78.95,80.0,31,0,0,1,Loss,25,19,N/A,1991-04-21,34,Sri Lanka,Lucknow,Away,6,3,5,11,47,False
495,2022-05-01,Rinku Sharma,U Mumba,Dabang Delhi,All-Rounder,16,10,14,0,10,0,44,62.5,0.0,10,3,1,0,Win,21,29,Rinku Sharma,1995-06-09,29,Pakistan,Delhi,Away,10,4,5,13,82,False
496,2021-03-18,Narender,Tamil Thalaivas,Patna Pirates,All-Rounder,15,9,9,6,9,12,35,60.0,66.67,21,0,1,1,Loss,29,29,N/A,1999-01-06,26,Sri Lanka,Bengaluru,Away,12,4,0,9,82,False
497,2023-06-05,Anil,Gujarat Fortunegiants,Telugu Titans,Raider,8,5,15,14,5,28,54,62.5,93.33,33,0,1,0,Loss,20,32,Anil,1987-07-28,37,Bangladesh,Ahmedabad,Home,5,0,2,3,28,False
498,2020-04-27,Neeraj Kumar,Patna Pirates,U Mumba,Raider,17,9,13,10,9,20,46,52.94,76.92,29,3,1,1,Win,28,19,Neeraj Kumar,2003-06-30,21,Sri Lanka,Jaipur,Away,6,0,5,5,44,False
499,2019-05-31,Shivam,Gujarat Fortunegiants,Telugu Titans,Defender,10,7,9,9,7,18,50,70.0,100.0,25,3,0,0,Loss,34,28,Shivam,1990-08-22,34,Pakistan,Chennai,Away,5,3,1,6,53,False
500,2022-09-20,Balaji D,Bengal Warriors,Dabang Delhi,Defender,23,2,8,1,2,2,56,8.7,12.5,4,0,1,0,Loss,30,20,N/A,1995-09-23,29,India,Patna,Away,1,3,1,4,29,False
501,2025-04-08,Sunil,Hariyana Steelers,Patna Pirates,All-Rounder,5,5,7,2,5,4,41,100.0,28.57,9,0,0,1,Win,35,27,Sunil,1992-01-25,33,Nepal,Chandigarh,Home,6,2,1,9,47,False
502,2018-11-27,Mohit,Dabang Delhi,Jaipur Pink Panthers,Raider,22,15,5,0,15,0,31,68.18,0.0,15,3,1,1,Win,39,19,Mohit,1999-04-17,26,Pakistan,Hyderabad,Away,12,5,2,9,68,False
503,2018-05-17,Pardeep Narwal,UP Yoddha,Patna Pirates,Defender,12,10,3,0,10,0,31,83.33,0.0,10,1,1,1,Win,30,25,Pardeep Narwal,1988-06-14,36,Sri Lanka,Jaipur,Away,6,3,3,7,73,False
504,2024-03-28,Ravi Kumar,Dabang Delhi,Bengal Warriors,Defender,22,9,10,6,9,12,41,40.91,60.0,21,3,1,0,Loss,26,29,Ravi Kumar,1988-02-12,37,Pakistan,Ahmedabad,Away,12,5,5,7,84,False
505,2024-12-10,Amit Hooda,Dabang Delhi,Tamil Thalaivas,Raider,7,2,7,0,2,0,44,28.57,0.0,2,1,1,1,Loss,34,29,N/A,1987-06-02,38,Sri Lanka,Hyderabad,Away,10,5,5,7,34,False
506,2019-01-22,K Prapanjan,Hariyana Steelers,Dabang Delhi,All-Rounder,21,13,15,0,13,0,50,61.9,0.0,13,3,1,0,Win,30,18,N/A,1998-12-19,26,Pakistan,Ahmedabad,Away,9,4,5,6,96,False
507,2024-11-23,Sandeep Kumar,Dabang Delhi,Tamil Thalaivas,Raider,12,11,3,3,11,6,36,91.67,100.0,17,2,1,0,Win,23,26,Sandeep Kumar,1995-05-01,30,Sri Lanka,Delhi,Home,3,5,4,7,51,False
508,2023-08-25,Rohit Banne,Bengal Warriors,UP Yoddha,Raider,18,6,15,2,6,4,44,33.33,13.33,10,0,0,1,Loss,33,20,Rohit Banne,1995-10-09,29,Nepal,Kolkata,Home,4,5,5,13,53,False
509,2021-01-24,Rohit Gulia,Patna Pirates,Dabang Delhi,Raider,17,10,11,6,10,12,35,58.82,54.55,22,1,1,1,Win,31,32,Rohit Gulia,2003-12-22,21,Sri Lanka,Chandigarh,Away,8,1,3,10,24,False
510,2025-01-20,Guman Singh,U Mumba,Telugu Titans,Raider,14,7,11,11,7,22,59,50.0,100.0,29,1,1,1,Win,22,24,Guman Singh,1988-04-20,37,Sri Lanka,Ahmedabad,Away,5,1,0,9,62,False
511,2019-12-19,Abhijeet Malik,Jaipur Pink Panthers,Bengal Warriors,Raider,11,6,8,4,6,8,40,54.55,50.0,14,0,1,0,Win,26,35,Abhijeet Malik,1991-12-11,33,Pakistan,Bengaluru,Away,10,3,2,7,30,False
512,2024-09-09,Ankit,Patna Pirates,Gujarat Fortunegiants,Raider,25,24,4,4,24,8,55,96.0,100.0,32,2,1,1,Win,38,34,N/A,1989-10-31,35,Nepal,Delhi,Away,4,1,4,11,59,False
513,2024-08-02,Sandeep Kandola,Telugu Titans,UP Yoddha,Defender,17,13,15,3,13,6,36,76.47,20.0,19,1,1,1,Win,23,33,Sandeep Kandola,1996-10-08,28,India,Chandigarh,Away,2,0,1,11,78,False
514,2025-01-13,Manjeet,Hariyana Steelers,Tamil Thalaivas,Defender,12,8,3,3,8,6,39,66.67,100.0,14,1,1,1,Loss,28,29,N/A,2001-05-09,24,Sri Lanka,Kolkata,Away,7,2,5,13,52,False
515,2019-06-07,Vaibhav Garje,Bengal Warriors,UP Yoddha,All-Rounder,17,1,5,2,1,4,51,5.88,40.0,5,2,1,0,Loss,30,29,N/A,2005-04-27,20,Bangladesh,Jaipur,Away,7,1,5,15,59,False
516,2019-09-04,Ajinkya Pawar,Tamil Thalaivas,Telugu Titans,Raider,7,3,7,7,3,14,45,42.86,100.0,17,3,0,1,Loss,25,25,Ajinkya Pawar,1997-06-14,27,India,Jaipur,Away,5,3,0,10,52,False
517,2021-09-08,Abhijeet Malik,Jaipur Pink Panthers,UP Yoddha,Defender,21,14,7,6,14,12,35,66.67,85.71,26,1,0,1,Loss,36,29,N/A,1986-10-18,38,Nepal,Lucknow,Away,8,0,5,4,77,False
518,2023-07-30,Rajnish,Telugu Titans,Bengal Warriors,All-Rounder,12,1,10,8,1,16,55,8.33,80.0,17,0,1,0,Win,20,35,N/A,2004-12-10,20,Pakistan,Delhi,Away,9,5,3,13,73,False
519,2021-05-27,Vinay,Telugu Titans,UP Yoddha,Defender,16,8,5,3,8,6,32,50.0,60.0,14,0,0,0,Win,22,23,Vinay,1995-09-05,29,Sri Lanka,Ahmedabad,Away,4,2,3,5,65,False
520,2019-12-30,Nitin Kumar,Bengal Warriors,Dabang Delhi,Raider,6,4,6,2,4,4,36,66.67,33.33,8,2,0,1,Win,38,22,Nitin Kumar,2004-07-28,20,Pakistan,Patna,Away,10,4,4,3,52,False
521,2025-04-09,Nehal,UP Yoddha,Patna Pirates,Raider,11,5,6,5,5,10,50,45.45,83.33,15,1,1,0,Win,32,32,Nehal,2001-10-06,23,Pakistan,Lucknow,Home,3,4,2,13,40,False
522,2021-08-14,Meetu Sharma,Hariyana Steelers,UP Yoddha,Raider,11,9,14,7,9,14,44,81.82,50.0,23,3,0,0,Win,32,20,Meetu Sharma,1993-02-27,32,Bangladesh,Patna,Away,11,2,4,6,80,False
523,2024-01-20,Deepak Niwas Hooda,Bengal Warriors,Hariyana Steelers,Raider,6,5,3,2,5,4,58,83.33,66.67,9,3,1,0,Loss,25,15,N/A,1993-07-01,31,Pakistan,Ahmedabad,Away,8,0,0,15,56,False
524,2018-02-03,Himanshu Singh,Tamil Thalaivas,Telugu Titans,Raider,8,7,7,2,7,4,47,87.5,28.57,11,2,1,0,Win,29,18,N/A,1993-09-30,31,Sri Lanka,Patna,Away,11,5,0,8,34,False
525,2020-11-06,Ankit,UP Yoddha,Bengal Warriors,Raider,10,10,12,5,10,10,47,100.0,41.67,20,2,1,1,Win,39,23,Ankit,1988-08-12,36,Pakistan,Jaipur,Away,6,3,4,12,34,False
526,2024-08-13,Sahil Gulia,Tamil Thalaivas,UP Yoddha,Raider,8,4,12,7,4,14,34,50.0,58.33,18,0,0,1,Loss,23,32,N/A,2002-09-21,22,India,Ahmedabad,Away,10,4,1,5,56,False
527,2023-06-25,Jaideep Dahiya,Hariyana Steelers,Bengal Warriors,All-Rounder,5,4,3,3,4,6,32,80.0,100.0,10,0,1,1,Loss,35,31,Jaideep Dahiya,1985-09-13,39,Sri Lanka,Lucknow,Away,6,0,2,12,100,False
528,2023-07-23,Tushar,U Mumba,Jaipur Pink Panthers,Raider,10,1,13,5,1,10,60,10.0,38.46,11,0,0,0,Win,23,25,N/A,1997-02-25,28,Pakistan,Hyderabad,Away,5,1,0,6,51,False
529,2023-08-18,Himanshu Singh,Tamil Thalaivas,Hariyana Steelers,Defender,11,5,4,3,5,6,32,45.45,75.0,11,3,0,0,Loss,29,25,Himanshu Singh,2001-11-05,23,India,Lucknow,Away,2,2,1,7,98,False
530,2022-09-06,Nitin Kumar,Bengal Warriors,Gujarat Fortunegiants,All-Rounder,5,0,14,4,0,8,59,0.0,28.57,8,1,0,1,Win,28,34,N/A,1986-05-16,39,Sri Lanka,Chandigarh,Away,1,5,3,12,56,False
531,2022-10-23,Heidarali Ekrami,U Mumba,UP Yoddha,Raider,18,16,9,1,16,2,58,88.89,11.11,18,1,0,1,Loss,35,33,Heidarali Ekrami,1988-01-20,37,Nepal,Kolkata,Away,6,2,2,3,61,False
532,2022-10-26,Manjeet,Dabang Delhi,Gujarat Fortunegiants,Defender,5,4,15,12,4,24,38,80.0,80.0,28,3,1,1,Win,34,18,Manjeet,1988-06-04,37,India,Hyderabad,Away,10,0,0,9,63,False
533,2020-07-20,Shivam,U Mumba,Patna Pirates,Raider,15,9,6,1,9,2,54,60.0,16.67,11,2,0,0,Loss,39,17,N/A,2001-09-10,23,Nepal,Chandigarh,Away,5,1,4,10,29,False
534,2018-11-27,Sourabh Nandal,Bengal Warriors,Telugu Titans,Raider,5,0,4,4,0,8,38,0.0,100.0,8,3,1,0,Loss,38,28,Sourabh Nandal,1988-01-09,37,Nepal,Chennai,Away,6,4,0,11,99,False
535,2020-07-14,Ashu Malik,Dabang Delhi,Tamil Thalaivas,Defender,19,15,15,9,15,18,55,78.95,60.0,33,3,1,1,Loss,28,22,Ashu Malik,1992-05-06,33,Nepal,Delhi,Home,1,1,4,3,97,False
536,2019-06-19,Vishal,Dabang Delhi,Gujarat Fortunegiants,All-Rounder,17,2,6,2,2,4,55,11.76,33.33,6,1,0,1,Loss,40,31,N/A,2001-11-11,23,Pakistan,Bengaluru,Away,3,3,3,13,56,False
537,2023-05-25,Vijay,Dabang Delhi,Hariyana Steelers,Defender,9,1,10,3,1,6,48,11.11,30.0,7,1,0,0,Loss,23,27,N/A,2005-01-06,20,Sri Lanka,Jaipur,Away,12,0,5,13,39,False
538,2024-11-13,Pawan Sehrawat,Telugu Titans,UP Yoddha,Defender,16,0,4,0,0,0,43,0.0,0.0,0,2,0,0,Win,22,21,N/A,1997-10-23,27,Bangladesh,Jaipur,Away,8,2,3,12,75,False
539,2018-11-29,Nehal Desai,U Mumba,Tamil Thalaivas,Raider,18,15,3,0,15,0,40,83.33,0.0,15,2,0,1,Win,23,25,N/A,1987-12-18,37,Pakistan,Patna,Away,1,2,1,9,88,False
540,2018-06-02,Deepak Niwas Hooda,Bengal Warriors,Telugu Titans,Raider,18,18,6,4,18,8,38,100.0,66.67,26,0,0,0,Win,30,27,Deepak Niwas Hooda,1985-11-28,39,Sri Lanka,Chennai,Away,5,5,1,15,21,False
541,2020-02-24,Neeraj Narwal,Dabang Delhi,Tamil Thalaivas,Raider,13,8,6,1,8,2,41,61.54,16.67,10,1,1,1,Loss,30,29,Neeraj Narwal,1991-05-29,34,Pakistan,Mumbai,Away,3,0,1,9,54,False
542,2022-09-13,Abhijeet Malik,Jaipur Pink Panthers,Patna Pirates,Raider,10,1,6,2,1,4,35,10.0,33.33,5,1,0,0,Win,36,28,N/A,1985-12-18,39,Pakistan,Delhi,Away,2,5,3,9,84,False
543,2019-10-26,Ajith Kumar,Jaipur Pink Panthers,Telugu Titans,Raider,7,1,9,8,1,16,58,14.29,88.89,17,0,0,0,Win,21,35,Ajith Kumar,1987-05-05,38,Nepal,Patna,Away,10,4,0,7,88,False
544,2025-01-09,Deepak Singh,Jaipur Pink Panthers,Hariyana Steelers,Raider,16,0,9,1,0,2,38,0.0,11.11,2,0,1,0,Loss,37,31,N/A,1987-09-20,37,Pakistan,Jaipur,Home,11,5,2,7,62,False
545,2023-12-20,Sunil Kumar,Jaipur Pink Panthers,Dabang Delhi,Defender,20,18,3,1,18,2,51,90.0,33.33,20,3,1,0,Win,33,32,N/A,1994-09-29,30,Sri Lanka,Hyderabad,Away,6,2,5,11,56,False
546,2020-07-25,Sandeep Kumar,Dabang Delhi,Patna Pirates,Defender,21,20,5,4,20,8,58,95.24,80.0,28,2,1,1,Win,37,16,Sandeep Kumar,1998-06-03,27,Pakistan,Bengaluru,Away,1,2,3,5,30,False
547,2021-06-12,Nehal Desai,U Mumba,Bengal Warriors,All-Rounder,15,6,3,3,6,6,58,40.0,100.0,12,3,1,1,Loss,39,26,N/A,1993-07-26,31,Sri Lanka,Lucknow,Away,5,2,3,10,50,False
548,2019-12-12,Sumit,Dabang Delhi,U Mumba,Raider,15,14,6,5,14,10,51,93.33,83.33,24,0,0,0,Loss,27,24,N/A,1999-02-22,26,Sri Lanka,Mumbai,Away,4,3,0,14,81,False
549,2020-01-18,Prince D,Telugu Titans,Jaipur Pink Panthers,All-Rounder,24,5,9,9,5,18,46,20.83,100.0,23,3,0,0,Win,21,33,N/A,2000-06-26,24,Sri Lanka,Jaipur,Away,1,1,0,5,34,False
550,2023-02-28,Sandeep Kandola,Telugu Titans,U Mumba,All-Rounder,5,4,11,2,4,4,38,80.0,18.18,8,1,1,0,Win,38,24,Sandeep Kandola,1988-02-09,37,Nepal,Delhi,Away,9,4,4,12,45,False
551,2018-10-26,Ashish,Tamil Thalaivas,Hariyana Steelers,All-Rounder,6,1,14,0,1,0,42,16.67,0.0,1,3,1,1,Loss,23,26,Ashish,2002-05-26,23,Nepal,Delhi,Away,3,1,3,12,83,False
552,2021-03-28,Shivam,U Mumba,Dabang Delhi,All-Rounder,20,2,15,5,2,10,41,10.0,33.33,12,0,1,1,Win,28,20,Shivam,1986-11-27,38,India,Chennai,Away,3,5,3,12,89,False
553,2019-12-23,Ankush,U Mumba,Tamil Thalaivas,Defender,13,0,15,13,0,26,39,0.0,86.67,26,0,0,0,Loss,36,32,Ankush,1987-10-28,37,Sri Lanka,Chandigarh,Away,6,0,5,13,21,False
554,2023-01-27,Arun,Tamil Thalaivas,Hariyana Steelers,Defender,21,3,3,2,3,4,51,14.29,66.67,7,2,0,0,Loss,30,24,Arun,1987-10-07,37,India,Ahmedabad,Away,7,1,2,11,92,False
555,2019-05-13,Jaideep Dahiya,Hariyana Steelers,Gujarat Fortunegiants,Raider,14,6,14,14,6,28,46,42.86,100.0,34,0,0,0,Loss,23,23,Jaideep Dahiya,2000-10-02,24,Sri Lanka,Delhi,Away,10,0,1,14,24,False
556,2023-10-09,Karamvir,Patna Pirates,Gujarat Fortunegiants,Raider,9,5,12,8,5,16,58,55.56,66.67,21,3,0,1,Loss,22,17,Karamvir,1988-01-19,37,Nepal,Lucknow,Away,8,0,1,15,25,False
557,2024-09-20,Deepak Niwas Hooda,Bengal Warriors,Gujarat Fortunegiants,All-Rounder,16,12,15,6,12,12,43,75.0,40.0,24,3,1,1,Loss,23,31,N/A,1987-10-25,37,Bangladesh,Ahmedabad,Away,8,1,4,3,38,False
558,2020-08-29,Sandeep Kumar,Dabang Delhi,UP Yoddha,Defender,8,8,6,3,8,6,56,100.0,50.0,14,2,1,0,Loss,34,18,N/A,1989-02-04,36,India,Patna,Away,8,4,5,14,57,False
559,2023-09-02,Anil,Gujarat Fortunegiants,Jaipur Pink Panthers,Raider,12,10,3,0,10,0,52,83.33,0.0,10,3,0,0,Win,22,33,N/A,2001-07-04,23,Nepal,Patna,Away,2,5,3,15,23,False
560,2023-07-11,Parvesh Bhainswal,Gujarat Fortunegiants,Jaipur Pink Panthers,Defender,24,5,13,10,5,20,52,20.83,76.92,25,1,1,1,Win,25,32,N/A,2003-02-13,22,India,Bengaluru,Away,4,1,3,13,39,False
561,2020-01-22,Balaji D,Bengal Warriors,Dabang Delhi,All-Rounder,16,2,14,8,2,16,52,12.5,57.14,18,3,1,0,Loss,26,34,Balaji D,1986-06-24,38,Bangladesh,Kolkata,Home,2,0,5,7,56,False
562,2023-03-05,Surinder Singh,U Mumba,Dabang Delhi,Defender,22,9,6,6,9,12,39,40.91,100.0,21,1,0,1,Win,24,19,Surinder Singh,1988-07-19,36,Sri Lanka,Chandigarh,Away,1,1,4,8,96,False
563,2022-12-14,Mahipal,UP Yoddha,U Mumba,Defender,14,9,11,1,9,2,46,64.29,9.09,11,1,1,0,Loss,35,31,N/A,1991-07-07,33,Sri Lanka,Delhi,Away,5,2,1,11,24,False
564,2023-11-17,Rathan K,UP Yoddha,U Mumba,All-Rounder,21,12,3,2,12,4,57,57.14,66.67,16,3,0,1,Win,37,15,N/A,2003-01-31,22,Pakistan,Mumbai,Away,1,3,2,9,23,False
565,2019-10-02,Ankit Beniwal,Tamil Thalaivas,Gujarat Fortunegiants,Raider,18,15,10,4,15,8,37,83.33,40.0,23,1,1,0,Loss,39,32,Ankit Beniwal,1985-10-12,39,Bangladesh,Lucknow,Away,12,5,5,14,92,False
566,2021-08-30,Vikas Kandola,Hariyana Steelers,Jaipur Pink Panthers,Raider,19,13,3,1,13,2,45,68.42,33.33,15,3,0,0,Loss,25,19,Vikas Kandola,2002-06-17,22,India,Delhi,Away,3,3,3,8,37,False
567,2018-07-06,Siddhant Bhosale,U Mumba,UP Yoddha,All-Rounder,16,16,3,1,16,2,31,100.0,33.33,18,2,0,1,Win,21,32,Siddhant Bhosale,1995-09-16,29,Pakistan,Chandigarh,Away,7,0,2,9,49,False
568,2025-03-31,Mehul Kumar,Gujarat Fortunegiants,U Mumba,All-Rounder,13,2,7,3,2,6,41,15.38,42.86,8,0,0,1,Loss,31,22,Mehul Kumar,1993-09-20,31,India,Ahmedabad,Home,3,0,0,11,50,False
569,2019-12-12,Sachin Tanwar,Patna Pirates,UP Yoddha,Raider,21,19,4,3,19,6,60,90.48,75.0,25,0,1,1,Win,21,20,N/A,2003-04-25,22,Nepal,Chennai,Away,8,4,3,8,89,False
570,2018-08-30,Vikas Jaglan,Patna Pirates,U Mumba,Defender,24,16,14,5,16,10,37,66.67,35.71,26,0,0,0,Loss,23,28,Vikas Jaglan,1999-01-27,26,Pakistan,Kolkata,Away,6,3,2,12,44,False
